Last Name,First Name,Date of Birth,Gender,Address LGA,State of Origin,Geopolitical Zone,School Type,Schools LGA,Secondary School Living Arrangement,Digital methods in school,Weekly Hours Spent Reading,Mentor,Parents Occupation,Financial status,Future Ambition,Digital literacy,Extra Extracurricular Activities,Do you have a library in your school?,Library visit,Academic Stream,Attendance Rate,Study Habits,Behavioral Condition in School,Learning Environment,Private Tutors,Access to online Learning Platform,Supportive Home Environment,Parental Engagement in School Life,Qualified Teachers,Anxiety Before Exam,Do you understand English,Access to Practice Exams,Past Jamb Score,Credit pass in core five subjects
Yusuf,Jamilu,2007-08-24,Female,Agege,Zamfara,South West,Private,Ikorodu,Day,No,3 hours,Yes,Business,High Income,Lawyer,Medium,Clubs,Yes,Sometimes,Arts,2,Rarely,Minor Issues,Good,No,Yes,Yes,Agree,No,Medium,Yes,Yes,186,No
Ahmed,Adeola,2005-03-27,Female,Oshodi-Isolo,Gombe,North West,Public,Apapa,Day,No,10 hours,Yes,Teacher,High Income,Doctor,Low,Music,No,Sometimes,Science,2,Occasional,Minor Issues,Poor,Yes,No,No,Disagree,Yes,High,No,No,139,Yes
Etim,Ebisu,2007-07-01,Female,Eti-Osa,Osun,North West,Public,Mushin,Day,No,5 hours,Yes,Business,High Income,Doctor,Low,Clubs,No,Sometimes,Arts,1,Rarely,Excellent,Poor,No,No,No,Neutral,Yes,Low,No,Yes,215,Yes
Eze,Matthew,2011-08-26,Male,Alimosho,Taraba,South East,Public,Ajeromi-Ifelodun,Day,Yes,3 hours,No,Teacher,Middle Income,Artist,Medium,Clubs,No,Often,Arts,7,Rarely,Minor Issues,Average,No,Yes,Yes,Neutral,No,Low,Yes,Yes,299,Yes
Uyieidem,Yohanna,2006-04-24,Male,Shomolu,Sokoto,South West,Private,Ojo,Boarding,Yes,10 hours,Yes,Civil Servant,High Income,Teacher,Medium,Clubs,No,Rarely,Commerce,6,Rarely,Excellent,Poor,No,No,No,Disagree,Yes,Low,Yes,Yes,183,No
Adeleke,Franklin,2006-09-04,Female,Oshodi-Isolo,Plateau,South East,Private,Ajeromi-Ifelodun,Day,Yes,1 hour,No,Farmer,Middle Income,Scientist,Medium,Music,No,Often,Commerce,5,Daily,Good,Poor,Yes,Yes,No,Agree,Yes,Low,Yes,No,261,Yes
Igbe,Abdullahi,2011-02-21,Female,Ikorodu,Rivers,South South,Public,Eti-Osa,Day,No,10 hours,Yes,Business,High Income,Artist,Low,Clubs,No,Rarely,Science,2,Daily,Minor Issues,Poor,Yes,Yes,Yes,Agree,Yes,Medium,Yes,Yes,203,No
Sunday,Joseph,2009-12-12,Male,Eti-Osa,Bauchi,South South,Public,Kosofe,Boarding,Yes,3 hours,No,Business,High Income,Lawyer,Low,None,Yes,Rarely,Science,2,Daily,Major Issues,Good,Yes,Yes,No,Strongly Disagree,Yes,High,Yes,Yes,114,No
Etim,Godwin,2009-11-14,Female,Kosofe,Katsina,North East,Public,Ojo,Day,Yes,10 hours,No,Engineer,Middle Income,Businessperson,Medium,None,Yes,Rarely,Science,4,Occasional,Average,Poor,Yes,No,No,Strongly Agree,No,High,Yes,No,101,No
Igbe,Patience,2005-03-31,Female,Ajeromi-Ifelodun,Osun,South East,Private,Ojo,Day,No,3 hours,No,Teacher,High Income,Doctor,High,Music,Yes,Sometimes,Science,5,Daily,Major Issues,Average,No,No,Yes,Disagree,No,High,No,Yes,142,No
Uwa,Musa,2010-08-20,Male,Ibeju-Lekki,Taraba,North West,Public,Ikeja,Boarding,Yes,3 hours,No,Business,Middle Income,Teacher,Low,Sports,No,Sometimes,Arts,1,Occasional,Good,Poor,No,Yes,No,Agree,No,Medium,Yes,No,132,Yes
Osanyintipin,Emmanuel,2011-03-24,Female,Amuwo-Odofin,Anambra,South East,Public,Ibeju-Lekki,Boarding,Yes,3 hours,Yes,Business,Middle Income,Businessperson,Medium,Clubs,No,Rarely,Commerce,8,Occasional,Minor Issues,Good,No,Yes,Yes,Strongly Disagree,Yes,High,No,No,163,Yes
Ehanmo,Waheed,2006-12-20,Female,Ikorodu,Benue,North East,Private,Epe,Day,Yes,32 hours,Yes,Farmer,High Income,Developer,High,Drama,Yes,Rarely,Arts,9,Occasional,Average,Poor,No,Yes,Yes,Strongly Disagree,No,Low,No,Yes,109,Yes
Nwadi,Binam,2004-10-19,Female,Badagry,Kaduna,South West,Public,Apapa,Boarding,Yes,10 hours,No,Civil Servant,Low Income,Teacher,Medium,Sports,Yes,Sometimes,Commerce,6,Daily,Average,Average,Yes,No,No,Neutral,No,Medium,No,No,133,No
Ehanmo,Umahi,2010-02-18,Female,Ifako-Ijaye,Ebonyi,South East,Private,Ikeja,Boarding,No,3 hours,No,Farmer,Middle Income,Developer,Medium,Clubs,No,Sometimes,Arts,2,Rarely,Average,Good,No,No,No,Strongly Agree,Yes,High,No,No,157,Yes
Yusuf,Joy,2005-09-29,Female,Ibeju-Lekki,Kaduna,North East,Private,Mushin,Day,Yes,5 hours,Yes,Medical Professional,Middle Income,Engineer,High,None,No,Rarely,Science,7,Daily,Good,Good,No,Yes,No,Agree,Yes,High,Yes,Yes,329,Yes
Jayeola,Zahra,2010-03-06,Female,Ifako-Ijaye,Zamfara,South South,Public,Eti-Osa,Day,Yes,1 hour,Yes,Farmer,Middle Income,Developer,Medium,Clubs,No,Often,Arts,10,Occasional,Good,Poor,Yes,No,Yes,Disagree,Yes,Low,Yes,Yes,173,Yes
Femi,Joseph,2010-12-17,Male,Shomolu,Bayelsa,North West,Public,Amuwo-Odofin,Day,No,5 hours,No,Civil Servant,Middle Income,Scientist,High,Clubs,No,Rarely,Science,10,Rarely,Major Issues,Average,Yes,No,Yes,Strongly Disagree,Yes,High,No,No,109,No
Okafor,Mohammed,2006-01-30,Female,Ikorodu,Anambra,South West,Private,Badagry,Day,Yes,3 hours,No,Engineer,Middle Income,Teacher,Medium,Clubs,Yes,Rarely,Science,5,Occasional,Average,Good,No,Yes,Yes,Neutral,No,Low,No,Yes,195,Yes
Adeola,Harisu,2007-01-14,Female,Lagos Mainland,Enugu,South East,Private,Lagos Island,Boarding,Yes,3 hours,No,Engineer,Low Income,Engineer,High,Music,No,Sometimes,Commerce,10,Daily,Good,Poor,No,No,Yes,Strongly Disagree,No,Medium,No,Yes,197,No
Afolayan,Silas,2006-10-05,Female,Ikorodu,Katsina,South East,Private,Apapa,Boarding,Yes,10 hours,Yes,Business,Middle Income,Scientist,Low,None,Yes,Rarely,Commerce,8,Rarely,Minor Issues,Poor,No,Yes,No,Strongly Agree,Yes,Low,Yes,Yes,290,Yes
Jayeola,Isma'il,2007-06-21,Female,Alimosho,Sokoto,North West,Private,Ibeju-Lekki,Boarding,Yes,32 hours,No,Farmer,High Income,Developer,Low,Music,No,Sometimes,Arts,1,Occasional,Excellent,Good,Yes,No,No,Strongly Agree,Yes,Medium,No,No,219,No
Isong,Daniel,2008-01-20,Male,Ajeromi-Ifelodun,Edo,South South,Public,Surulere,Day,Yes,3 hours,No,Civil Servant,Middle Income,Teacher,Medium,Music,No,Rarely,Commerce,9,Daily,Minor Issues,Good,Yes,No,Yes,Agree,No,Medium,No,Yes,215,No
Olaleye,Victoria,2007-05-13,Female,Ikorodu,Adamawa,South East,Private,Apapa,Boarding,Yes,1 hour,No,Farmer,Low Income,Scientist,High,Drama,Yes,Often,Science,10,Daily,Major Issues,Poor,Yes,No,Yes,Disagree,Yes,Medium,No,No,318,Yes
Isong,Rasaki,2010-06-20,Male,Mushin,Rivers,North West,Public,Agege,Day,Yes,3 hours,Yes,Business,High Income,Teacher,High,Sports,Yes,Often,Commerce,1,Rarely,Major Issues,Good,No,Yes,Yes,Disagree,No,Medium,Yes,Yes,317,No
Eze,Sunday,2007-10-16,Female,Ojo,Nasarawa,North West,Private,Ojo,Day,No,1 hour,Yes,Teacher,High Income,Doctor,Low,Sports,Yes,Sometimes,Commerce,6,Daily,Major Issues,Poor,Yes,No,Yes,Neutral,Yes,Medium,No,No,126,Yes
Nnamani,Jerome,2010-12-14,Male,Ifako-Ijaye,Niger,South West,Private,Shomolu,Boarding,Yes,10 hours,No,Engineer,Low Income,Teacher,High,Sports,No,Rarely,Science,9,Daily,Excellent,Good,Yes,Yes,Yes,Strongly Disagree,Yes,Low,Yes,Yes,147,No
Adebayo,Charity,2007-05-25,Female,Oshodi-Isolo,Rivers,North West,Public,Ojo,Boarding,No,3 hours,No,Business,High Income,Developer,High,None,No,Rarely,Commerce,4,Rarely,Excellent,Good,Yes,Yes,Yes,Disagree,No,Medium,Yes,Yes,192,No
Femi,Blessing,2009-02-13,Female,Eti-Osa,Yobe,North West,Public,Kosofe,Day,No,10 hours,Yes,Teacher,Middle Income,Teacher,High,None,Yes,Often,Commerce,7,Rarely,Good,Good,No,Yes,No,Strongly Agree,No,High,Yes,Yes,120,Yes
Obiora,Abiodun,2010-06-07,Male,Alimosho,Lagos,North West,Private,Ikorodu,Boarding,Yes,10 hours,No,Teacher,Middle Income,Businessperson,Low,None,No,Sometimes,Commerce,7,Rarely,Major Issues,Poor,Yes,No,No,Strongly Disagree,No,Low,No,Yes,268,No
James,Nihinlola,2007-06-07,Male,Ajeromi-Ifelodun,Adamawa,South East,Private,Ajeromi-Ifelodun,Day,Yes,1 hour,Yes,Business,Middle Income,Developer,Low,Music,Yes,Rarely,Commerce,9,Rarely,Major Issues,Good,Yes,No,No,Disagree,No,Medium,No,No,194,No
Onyeka,Roseline,2006-04-07,Female,Shomolu,Imo,North West,Private,Ibeju-Lekki,Day,No,32 hours,No,Medical Professional,Low Income,Artist,Medium,None,No,Often,Commerce,4,Daily,Average,Poor,No,No,Yes,Disagree,Yes,Medium,Yes,Yes,232,Yes
Anyanwu,Lilian,2006-09-27,Female,Lagos Mainland,Ogun,North West,Public,Ikeja,Boarding,No,3 hours,Yes,Civil Servant,High Income,Engineer,High,Music,Yes,Rarely,Commerce,5,Occasional,Excellent,Average,Yes,Yes,No,Strongly Agree,Yes,Medium,Yes,No,244,Yes
Udo,John,2011-02-04,Female,Apapa,Zamfara,North West,Public,Mushin,Boarding,Yes,1 hour,No,Teacher,High Income,Businessperson,Medium,Sports,No,Rarely,Arts,9,Rarely,Major Issues,Average,No,Yes,Yes,Disagree,No,Medium,Yes,No,288,No
Oyedepo,Philip,2005-09-09,Female,Ajeromi-Ifelodun,Bayelsa,North West,Public,Kosofe,Boarding,Yes,32 hours,No,Engineer,Low Income,Artist,Low,Sports,No,Sometimes,Commerce,3,Occasional,Major Issues,Good,Yes,Yes,Yes,Strongly Disagree,Yes,High,No,No,111,No
Anjorin,Sunday,2010-06-27,Female,Ifako-Ijaye,Nasarawa,South South,Public,Surulere,Boarding,Yes,1 hour,No,Teacher,High Income,Businessperson,Medium,Clubs,Yes,Rarely,Science,7,Daily,Minor Issues,Poor,No,No,Yes,Agree,Yes,Low,No,Yes,311,No
Alabi,Adewumi,2006-12-27,Male,Oshodi-Isolo,Borno,South East,Public,Eti-Osa,Day,Yes,10 hours,Yes,Engineer,Middle Income,Businessperson,High,None,No,Rarely,Arts,9,Daily,Good,Average,No,No,Yes,Agree,No,High,Yes,Yes,167,Yes
Udofia,Zainab,2010-11-26,Female,Mushin,Bauchi,North West,Private,Ikorodu,Boarding,No,10 hours,Yes,Engineer,High Income,Lawyer,Low,None,Yes,Often,Science,10,Daily,Good,Average,Yes,No,No,Neutral,Yes,Medium,Yes,Yes,126,Yes
Ogunyemi,Amadi,2009-11-06,Female,Ibeju-Lekki,Yobe,North East,Private,Amuwo-Odofin,Boarding,No,1 hour,Yes,Medical Professional,Middle Income,Lawyer,Medium,Music,No,Sometimes,Commerce,10,Daily,Major Issues,Good,Yes,Yes,No,Agree,No,Medium,Yes,Yes,336,Yes
Adeleke,Patience,2006-04-18,Female,Lagos Mainland,Anambra,North East,Private,Alimosho,Boarding,Yes,1 hour,Yes,Teacher,Low Income,Scientist,Low,Sports,Yes,Rarely,Commerce,10,Occasional,Major Issues,Good,No,Yes,Yes,Strongly Disagree,No,Medium,Yes,No,232,No
Augustine,Emmanuel,2007-11-09,Male,Epe,Bayelsa,North East,Private,Eti-Osa,Boarding,Yes,1 hour,Yes,Business,Low Income,Teacher,High,Sports,No,Often,Science,7,Rarely,Minor Issues,Poor,No,No,Yes,Strongly Agree,No,High,Yes,Yes,317,Yes
Ezeji,Nneka,2005-06-23,Female,Ojo,Oyo,South West,Private,Ibeju-Lekki,Day,No,1 hour,Yes,Civil Servant,High Income,Artist,Medium,Drama,No,Rarely,Arts,3,Rarely,Excellent,Average,Yes,No,Yes,Strongly Agree,No,High,No,No,261,Yes
Ogunyemi,Sani,2008-11-04,Female,Kosofe,Edo,South South,Private,Eti-Osa,Day,No,3 hours,Yes,Teacher,High Income,Engineer,Low,Sports,No,Rarely,Science,7,Occasional,Major Issues,Good,No,Yes,No,Strongly Agree,No,Medium,No,Yes,142,Yes
Osanyintipin,Clement,2008-08-24,Female,Epe,Borno,North East,Public,Amuwo-Odofin,Day,Yes,3 hours,Yes,Farmer,Middle Income,Doctor,High,None,Yes,Often,Science,10,Daily,Excellent,Poor,No,Yes,No,Disagree,Yes,Medium,No,Yes,297,No
Ahmad,Kelechi,2008-09-10,Male,Ikeja,Abia,South South,Private,Ikorodu,Boarding,No,1 hour,No,Farmer,Middle Income,Artist,Medium,None,No,Sometimes,Arts,8,Rarely,Good,Good,No,Yes,No,Strongly Agree,Yes,Low,Yes,Yes,320,No
Jabbi,Adamu,2009-08-05,Male,Mushin,Taraba,North East,Private,Ajeromi-Ifelodun,Boarding,Yes,5 hours,Yes,Farmer,Middle Income,Artist,Medium,Clubs,Yes,Often,Commerce,1,Occasional,Good,Poor,Yes,Yes,Yes,Agree,Yes,Low,Yes,No,229,Yes
Okorie,Rashidat,2006-05-10,Female,Mushin,Benue,South West,Private,Oshodi-Isolo,Day,No,3 hours,Yes,Business,Middle Income,Developer,High,Sports,No,Rarely,Commerce,9,Occasional,Average,Poor,No,No,Yes,Neutral,Yes,High,No,No,325,Yes
Okoro,Anzaku,2008-09-04,Female,Alimosho,Ekiti,South East,Public,Agege,Boarding,Yes,32 hours,Yes,Farmer,Middle Income,Doctor,High,Clubs,No,Sometimes,Commerce,4,Daily,Excellent,Average,Yes,No,No,Strongly Disagree,Yes,Low,No,No,332,No
Ekanem,Rashidat,2010-01-16,Male,Ibeju-Lekki,Anambra,South South,Public,Agege,Boarding,Yes,1 hour,No,Business,High Income,Engineer,Medium,None,No,Often,Science,9,Daily,Major Issues,Poor,Yes,No,No,Strongly Agree,No,Low,Yes,Yes,103,Yes
Afolayan,Isiaka,2005-06-30,Male,Lagos Mainland,Taraba,South East,Private,Ikeja,Boarding,No,1 hour,Yes,Medical Professional,Middle Income,Businessperson,Low,None,No,Rarely,Commerce,7,Occasional,Major Issues,Good,Yes,No,No,Strongly Agree,No,Low,Yes,No,186,Yes
Uyieidem,Harisu,2006-11-02,Male,Ikorodu,Abia,South West,Public,Shomolu,Day,No,1 hour,No,Medical Professional,Low Income,Teacher,Medium,Music,Yes,Sometimes,Arts,9,Rarely,Minor Issues,Poor,Yes,Yes,No,Disagree,No,Low,Yes,Yes,117,Yes
Nwadi,Oluwaseun,2011-04-14,Female,Shomolu,Nasarawa,South South,Public,Eti-Osa,Boarding,Yes,32 hours,No,Farmer,Low Income,Teacher,Medium,Drama,No,Sometimes,Commerce,9,Occasional,Average,Poor,Yes,Yes,Yes,Agree,No,Medium,No,No,205,Yes
Ladan,Uchechukwu,2009-02-12,Male,Epe,Abuja,South East,Public,Amuwo-Odofin,Boarding,Yes,5 hours,No,Teacher,High Income,Lawyer,Low,Clubs,Yes,Sometimes,Commerce,9,Rarely,Major Issues,Good,Yes,No,Yes,Strongly Disagree,No,High,Yes,No,203,Yes
Udo,Blessing,2007-12-15,Male,Ikorodu,Delta,South West,Public,Ifako-Ijaye,Boarding,Yes,1 hour,Yes,Engineer,High Income,Teacher,Medium,Clubs,No,Rarely,Arts,10,Daily,Major Issues,Good,No,No,Yes,Strongly Disagree,Yes,Medium,No,No,210,No
Nwaogwugwu,Emeke,2008-01-01,Male,Kosofe,Kebbi,North West,Private,Eti-Osa,Boarding,No,3 hours,Yes,Engineer,Low Income,Developer,High,Sports,Yes,Rarely,Arts,2,Occasional,Good,Average,No,No,Yes,Neutral,No,High,No,No,111,Yes
Ekpe,Naomi,2010-05-12,Male,Lagos Island,Jigawa,South South,Public,Ojo,Day,No,3 hours,No,Farmer,High Income,Businessperson,Low,Drama,Yes,Sometimes,Commerce,8,Rarely,Good,Average,Yes,Yes,No,Strongly Disagree,No,Low,No,No,281,No
Alabi,Omotola,2007-09-05,Female,Eti-Osa,Gombe,South East,Public,Kosofe,Day,No,10 hours,No,Teacher,Middle Income,Teacher,Medium,Sports,Yes,Rarely,Commerce,9,Occasional,Good,Good,No,No,No,Strongly Agree,No,Medium,No,Yes,238,Yes
Ibiam,Bimbo,2006-08-27,Female,Eti-Osa,Oyo,South West,Private,Amuwo-Odofin,Boarding,Yes,32 hours,Yes,Civil Servant,High Income,Businessperson,Low,Sports,No,Sometimes,Arts,8,Occasional,Excellent,Good,Yes,Yes,Yes,Strongly Agree,Yes,Medium,Yes,No,305,Yes
Akinola,Peter,2009-07-08,Female,Ibeju-Lekki,Gombe,North West,Private,Oshodi-Isolo,Day,Yes,10 hours,Yes,Civil Servant,Middle Income,Businessperson,Medium,Drama,No,Rarely,Commerce,10,Occasional,Minor Issues,Average,Yes,No,No,Agree,Yes,High,No,Yes,129,Yes
Jayeola,Atim,2006-05-12,Male,Shomolu,Ekiti,South South,Public,Agege,Boarding,No,3 hours,Yes,Teacher,Middle Income,Developer,Low,None,Yes,Often,Science,2,Rarely,Good,Good,Yes,No,No,Agree,Yes,High,No,Yes,317,No
Omoh,Sunday,2010-10-24,Male,Badagry,Benue,North West,Private,Ifako-Ijaye,Boarding,Yes,5 hours,No,Farmer,Low Income,Developer,Low,Sports,Yes,Often,Commerce,6,Rarely,Average,Poor,Yes,Yes,Yes,Agree,Yes,Low,No,Yes,146,Yes
Baba,Mustapha,2006-07-12,Female,Ifako-Ijaye,Bauchi,North East,Private,Shomolu,Boarding,No,5 hours,No,Engineer,Middle Income,Scientist,High,Sports,Yes,Rarely,Science,1,Rarely,Average,Average,Yes,No,No,Neutral,No,Medium,No,Yes,155,Yes
Ibiam,Jafar,2010-04-23,Female,Ikeja,Cross River,South South,Public,Amuwo-Odofin,Day,No,10 hours,No,Civil Servant,High Income,Doctor,Low,Sports,No,Often,Science,6,Occasional,Excellent,Good,No,Yes,Yes,Neutral,Yes,Medium,No,No,248,Yes
Lawal,Binny,2005-01-25,Female,Ojo,Cross River,South West,Public,Apapa,Day,Yes,3 hours,Yes,Farmer,High Income,Developer,Medium,Music,No,Often,Arts,10,Daily,Average,Average,Yes,No,No,Agree,No,Medium,Yes,Yes,132,Yes
Anjorin,Samuel,2009-02-04,Female,Alimosho,Akwa Ibom,South West,Public,Epe,Boarding,No,3 hours,Yes,Medical Professional,Middle Income,Artist,Medium,Clubs,No,Sometimes,Commerce,7,Daily,Average,Good,No,Yes,Yes,Disagree,Yes,Low,No,Yes,224,Yes
Sanbauna,Amadi,2006-04-01,Male,Shomolu,Cross River,South South,Private,Lagos Mainland,Boarding,Yes,1 hour,Yes,Civil Servant,Low Income,Teacher,High,Clubs,Yes,Rarely,Arts,3,Occasional,Average,Average,No,No,Yes,Disagree,No,High,No,Yes,234,No
Asemota,Bisi,2010-11-07,Male,Ikeja,Rivers,North East,Private,Ibeju-Lekki,Day,No,32 hours,No,Medical Professional,Middle Income,Businessperson,Medium,Sports,No,Often,Commerce,6,Daily,Good,Poor,Yes,No,No,Disagree,Yes,High,Yes,Yes,241,Yes
Ibiam,Adamu,2010-11-01,Female,Ikeja,Imo,South South,Public,Amuwo-Odofin,Boarding,No,5 hours,No,Teacher,High Income,Doctor,High,Music,No,Rarely,Science,8,Rarely,Minor Issues,Poor,Yes,Yes,No,Agree,No,Medium,No,Yes,175,No
Oguntayo,Mansir,2006-01-09,Female,Oshodi-Isolo,Abuja,South East,Private,Ibeju-Lekki,Boarding,Yes,32 hours,Yes,Civil Servant,Low Income,Teacher,Low,Drama,No,Sometimes,Arts,2,Daily,Good,Average,No,No,No,Neutral,Yes,Medium,No,Yes,297,Yes
Salam,Ndubuisi,2010-04-23,Female,Ikeja,Kwara,South West,Private,Ojo,Boarding,No,1 hour,Yes,Engineer,Middle Income,Developer,Medium,None,Yes,Sometimes,Arts,10,Rarely,Excellent,Good,Yes,No,No,Strongly Disagree,Yes,Medium,No,No,170,No
Oyedepo,Philip,2008-10-06,Female,Lagos Island,Ondo,North West,Private,Shomolu,Boarding,Yes,1 hour,No,Farmer,High Income,Lawyer,Medium,None,Yes,Sometimes,Commerce,8,Rarely,Minor Issues,Average,Yes,Yes,No,Strongly Agree,No,High,No,No,224,No
Adegunju,Nihinlola,2007-10-19,Male,Oshodi-Isolo,Yobe,South West,Public,Amuwo-Odofin,Boarding,No,1 hour,Yes,Farmer,Low Income,Teacher,Medium,Drama,Yes,Sometimes,Commerce,7,Daily,Major Issues,Average,No,No,No,Neutral,No,Medium,No,No,262,Yes
Ajayi,Olatunde,2009-01-22,Male,Surulere,Enugu,North East,Public,Ifako-Ijaye,Day,No,1 hour,Yes,Farmer,Low Income,Artist,Medium,Drama,Yes,Often,Commerce,1,Rarely,Minor Issues,Good,Yes,Yes,No,Strongly Agree,No,High,Yes,Yes,257,Yes
Badamasi,Fidelis,2006-06-25,Male,Amuwo-Odofin,Abuja,South South,Private,Lagos Mainland,Day,Yes,32 hours,Yes,Business,Middle Income,Scientist,High,Sports,No,Rarely,Arts,10,Rarely,Good,Average,Yes,Yes,Yes,Strongly Disagree,No,High,Yes,Yes,108,No
Ahmad,Nnamdi,2011-06-26,Male,Ikeja,Abia,South West,Private,Badagry,Boarding,Yes,5 hours,No,Civil Servant,Low Income,Engineer,High,Sports,No,Sometimes,Science,4,Occasional,Average,Good,Yes,Yes,No,Strongly Disagree,Yes,Low,No,No,249,Yes
Akinola,Agai,2004-10-26,Female,Ibeju-Lekki,Ogun,South East,Private,Ibeju-Lekki,Day,Yes,1 hour,No,Civil Servant,Low Income,Doctor,Low,Clubs,Yes,Sometimes,Arts,3,Occasional,Excellent,Good,Yes,No,No,Neutral,Yes,Low,Yes,No,242,Yes
Sogbetun,Ternenge,2011-06-29,Female,Shomolu,Yobe,North East,Public,Agege,Boarding,Yes,32 hours,Yes,Civil Servant,Low Income,Artist,High,Clubs,Yes,Rarely,Arts,1,Rarely,Average,Poor,Yes,Yes,No,Strongly Agree,No,Medium,No,Yes,197,Yes
Egbunu,Nneka,2009-04-14,Male,Ojo,Kogi,North East,Public,Shomolu,Day,Yes,10 hours,Yes,Medical Professional,High Income,Doctor,Low,Drama,No,Sometimes,Science,2,Daily,Good,Average,Yes,No,No,Strongly Agree,No,Low,No,No,304,No
Kelechi,Adekunle,2010-09-19,Female,Surulere,Abuja,North West,Public,Kosofe,Day,No,3 hours,No,Farmer,Middle Income,Lawyer,High,Drama,Yes,Often,Science,3,Daily,Minor Issues,Poor,Yes,No,No,Strongly Agree,No,Medium,No,No,149,No
Adebayo,Bola,2006-01-10,Female,Ajeromi-Ifelodun,Kano,South West,Private,Ibeju-Lekki,Day,Yes,1 hour,No,Farmer,Low Income,Developer,High,Drama,Yes,Often,Science,7,Occasional,Average,Poor,No,Yes,Yes,Disagree,No,High,No,Yes,206,Yes
Udo,Umar,2010-01-28,Female,Apapa,Kaduna,South South,Private,Alimosho,Day,No,3 hours,No,Civil Servant,Low Income,Lawyer,Low,Sports,Yes,Sometimes,Arts,6,Occasional,Good,Poor,Yes,No,Yes,Disagree,Yes,High,Yes,No,121,Yes
Nnamani,Isah,2009-01-01,Male,Apapa,Ebonyi,North East,Private,Ikeja,Boarding,Yes,1 hour,Yes,Business,High Income,Artist,Medium,Drama,No,Rarely,Arts,8,Occasional,Major Issues,Average,Yes,No,Yes,Strongly Disagree,Yes,Low,Yes,Yes,183,No
Grace,Isiyaka,2004-12-29,Female,Surulere,Zamfara,South East,Private,Lagos Island,Day,Yes,3 hours,Yes,Business,Middle Income,Doctor,High,None,No,Sometimes,Science,9,Daily,Excellent,Poor,Yes,Yes,No,Agree,Yes,High,No,Yes,135,No
Ejugwu,Ude,2010-12-11,Female,Badagry,Bauchi,South East,Public,Ajeromi-Ifelodun,Boarding,Yes,10 hours,No,Teacher,High Income,Lawyer,Low,Drama,No,Often,Arts,10,Rarely,Excellent,Good,No,No,Yes,Strongly Agree,No,High,Yes,Yes,221,No
Eze,Felix,2007-09-05,Male,Shomolu,Plateau,South South,Public,Ikeja,Boarding,Yes,10 hours,Yes,Farmer,Middle Income,Teacher,High,Clubs,Yes,Rarely,Arts,9,Occasional,Good,Good,Yes,No,Yes,Strongly Agree,Yes,Low,Yes,No,200,No
Ejugwu,Alice,2011-09-28,Male,Lagos Mainland,Imo,South East,Private,Lagos Mainland,Boarding,No,3 hours,Yes,Civil Servant,Middle Income,Doctor,Low,None,No,Often,Commerce,3,Occasional,Average,Average,Yes,Yes,No,Neutral,No,Low,Yes,No,256,No
Sunday,Musa,2005-11-25,Male,Ajeromi-Ifelodun,Lagos,North West,Public,Kosofe,Day,No,5 hours,Yes,Business,Low Income,Scientist,High,Music,Yes,Rarely,Arts,7,Rarely,Major Issues,Good,Yes,Yes,Yes,Strongly Disagree,Yes,Low,Yes,No,182,Yes
Ebi,Nduka,2010-07-13,Male,Amuwo-Odofin,Zamfara,South South,Private,Alimosho,Day,No,5 hours,No,Medical Professional,Middle Income,Artist,High,Sports,Yes,Often,Science,1,Occasional,Excellent,Poor,No,Yes,Yes,Strongly Agree,No,Medium,Yes,Yes,312,Yes
Abubakar,Rashidat,2005-10-21,Female,Lagos Island,Gombe,South East,Private,Shomolu,Day,Yes,3 hours,No,Teacher,High Income,Engineer,Medium,Drama,Yes,Rarely,Science,5,Occasional,Excellent,Good,No,Yes,Yes,Strongly Agree,Yes,Low,Yes,No,241,Yes
Ogore,Nnamdi,2005-06-17,Male,Ibeju-Lekki,Niger,North West,Private,Lagos Mainland,Day,Yes,10 hours,Yes,Business,Middle Income,Businessperson,Low,Drama,No,Rarely,Science,2,Daily,Major Issues,Poor,Yes,No,Yes,Disagree,No,Medium,No,Yes,307,Yes
Ogunleye,Blessing,2009-03-18,Female,Agege,Kwara,South East,Private,Ojo,Boarding,No,1 hour,No,Engineer,Middle Income,Artist,Medium,None,No,Rarely,Arts,9,Daily,Major Issues,Good,Yes,Yes,No,Strongly Agree,Yes,High,No,Yes,307,No
Yusuf,John,2006-05-22,Male,Apapa,Zamfara,South West,Public,Lagos Mainland,Boarding,Yes,10 hours,Yes,Engineer,Middle Income,Doctor,Medium,Music,No,Rarely,Arts,1,Occasional,Average,Poor,Yes,Yes,Yes,Neutral,No,Medium,No,No,319,No
Osakwe,Rashidat,2005-06-17,Female,Ajeromi-Ifelodun,Sokoto,South South,Private,Alimosho,Boarding,Yes,3 hours,No,Medical Professional,High Income,Lawyer,High,Music,No,Sometimes,Science,10,Daily,Good,Average,No,No,No,Strongly Disagree,Yes,Medium,Yes,No,319,No
Osakwe,Abba,2010-05-28,Female,Lagos Mainland,Edo,South East,Private,Eti-Osa,Day,Yes,1 hour,Yes,Business,Low Income,Businessperson,Low,Clubs,Yes,Sometimes,Science,6,Daily,Excellent,Poor,Yes,Yes,No,Strongly Disagree,No,Medium,No,Yes,172,No
Igbo,Olamide,2006-06-01,Male,Apapa,Ogun,South East,Public,Eti-Osa,Day,No,3 hours,Yes,Civil Servant,High Income,Teacher,Medium,Drama,No,Often,Commerce,3,Occasional,Major Issues,Average,No,Yes,Yes,Strongly Agree,No,Medium,No,No,177,Yes
