Parent ID,LASRRA ID,Student ID,First Name,Last Name,Gender,State of Origin,Title,Age,Date of Birth,Email,Phone Number,Home Address,Occupation,Financial Status,Education Level,Engagement in School Activities,LGA of residence
PAR191,3533965003961639544,STU080,John-pius,Nwadi,Female,Taraba,Chief,58,1966-05-13,john-pius.nwadi@gmail.com,+2347039808788,"32, Avenue in Surulere, Lagos State",Business,Low Income,Primary,Low,Ibeju-Lekki
PAR191,3533965003961639544,STU077,John-pius,Nwadi,Female,Rivers,Chief,58,1966-01-17,john-pius.nwadi@gmail.com,+2347056612335,"32, Avenue in Surulere, Lagos State",Medical Professional,High Income,Primary,Medium,Ibeju-Lekki
PAR191,3533965003961639544,STU442,John-pius,Nwadi,Male,Ogun,Prof.,58,1966-06-23,john-pius.nwadi@gmail.com,+2347011129926,"32, Avenue in Surulere, Lagos State",Farmer,High Income,Primary,Medium,Ibeju-Lekki
PAR192,3395316858252275148,STU337,Uche,Anyanwu,Male,Osun,Dr.,41,1983-04-09,uche.anyanwu@gmail.com,+2347073262903,"41, Avenue in Shomolu, Lagos State",Business,Middle Income,Secondary,High,Epe
PAR193,7937781394884126474,STU458,Paul,Jayeola,Female,Enugu,Prof.,36,1988-05-15,paul.jayeola@gmail.com,+2347034144323,"60, Street in Amuwo-Odofin, Lagos State",Business,Low Income,Tertiary,Low,Ojo
PAR193,7937781394884126474,STU132,Paul,Jayeola,Male,Plateau,Dr.,36,1988-04-18,paul.jayeola@gmail.com,+2347068011418,"60, Street in Amuwo-Odofin, Lagos State",Medical Professional,Low Income,Primary,Low,Ojo
PAR193,7937781394884126474,STU413,Paul,Jayeola,Male,Rivers,Mr.,36,1988-03-14,paul.jayeola@gmail.com,+2347077054885,"60, Street in Amuwo-Odofin, Lagos State",Teacher,High Income,Tertiary,Low,Ojo
PAR193,7937781394884126474,STU103,Paul,Jayeola,Female,Ekiti,Dr.,36,1988-05-18,paul.jayeola@gmail.com,+2347086213459,"60, Street in Amuwo-Odofin, Lagos State",Farmer,Middle Income,Primary,Low,Ojo
PAR194,8738148205933526220,STU445,Sodiq,Okolie,Male,Delta,Dr.,36,1988-05-12,sodiq.okolie@gmail.com,+2347058359530,"55, Avenue in Lagos Island, Lagos State",Business,High Income,Secondary,Medium,Shomolu
PAR194,8738148205933526220,STU397,Sodiq,Okolie,Male,Bayelsa,Mr.,36,1988-06-28,sodiq.okolie@gmail.com,+2347091279039,"55, Avenue in Lagos Island, Lagos State",Teacher,High Income,Tertiary,Low,Shomolu
PAR195,7209107996429590004,STU242,Bimbo,Akinbode,Female,Delta,Mr.,39,1985-07-20,bimbo.akinbode@gmail.com,+2347048456543,"99, Avenue in Oshodi-Isolo, Lagos State",Medical Professional,High Income,Primary,High,Lagos Mainland
PAR195,7209107996429590004,STU243,Bimbo,Akinbode,Female,Bayelsa,Chief,39,1985-10-13,bimbo.akinbode@gmail.com,+2347019575640,"99, Avenue in Oshodi-Isolo, Lagos State",Farmer,Low Income,Secondary,High,Lagos Mainland
PAR196,3466997374986156039,STU572,Mathew,Zarami,Female,Kebbi,Prof.,50,1974-06-24,mathew.zarami@gmail.com,+2347088775038,"43, Street in Amuwo-Odofin, Lagos State",Business,Middle Income,Secondary,High,Eti-Osa
PAR196,3466997374986156039,STU270,Mathew,Zarami,Male,Kogi,Mrs.,50,1974-12-08,mathew.zarami@gmail.com,+2347098855162,"43, Street in Amuwo-Odofin, Lagos State",Engineer,High Income,Tertiary,Low,Eti-Osa
PAR196,3466997374986156039,STU414,Mathew,Zarami,Male,Jigawa,Mrs.,50,1974-07-04,mathew.zarami@gmail.com,+2347022825003,"43, Street in Amuwo-Odofin, Lagos State",Farmer,Middle Income,Tertiary,High,Eti-Osa
PAR197,1958570322105201533,STU255,Emmanuel,Lawal,Female,Borno,Mr.,42,1982-11-13,emmanuel.lawal@gmail.com,+2347051523026,"25, Avenue in Kosofe, Lagos State",Teacher,Low Income,Tertiary,Medium,Badagry
PAR198,8733961441964234213,STU128,Fatai,Ahmad,Male,Kogi,Mr.,34,1990-11-12,fatai.ahmad@gmail.com,+2347053647781,"20, Road in Badagry, Lagos State",Medical Professional,Middle Income,Tertiary,Medium,Ikeja
PAR198,8733961441964234213,STU205,Fatai,Ahmad,Female,Bauchi,Chief,34,1990-03-19,fatai.ahmad@gmail.com,+2347090206393,"20, Road in Badagry, Lagos State",Medical Professional,High Income,Tertiary,Low,Ikeja
PAR198,8733961441964234213,STU350,Fatai,Ahmad,Female,Ogun,Chief,34,1990-05-12,fatai.ahmad@gmail.com,+2347074646194,"20, Road in Badagry, Lagos State",Business,Low Income,Primary,Medium,Ikeja
PAR198,8733961441964234213,STU371,Fatai,Ahmad,Female,Enugu,Prof.,34,1990-05-05,fatai.ahmad@gmail.com,+2347050744867,"20, Road in Badagry, Lagos State",Farmer,Low Income,Tertiary,High,Ikeja
PAR199,7343558196763890149,STU226,Bimbo,Okwe,Female,Rivers,Dr.,45,1979-01-25,bimbo.okwe@gmail.com,+2347067772049,"93, Road in Ifako-Ijaye, Lagos State",Engineer,High Income,Primary,High,Ikorodu
PAR199,7343558196763890149,STU563,Bimbo,Okwe,Female,Yobe,Prof.,45,1979-09-14,bimbo.okwe@gmail.com,+2347062982727,"93, Road in Ifako-Ijaye, Lagos State",Teacher,Low Income,Tertiary,Low,Ikorodu
PAR199,7343558196763890149,STU359,Bimbo,Okwe,Female,Imo,Mrs.,45,1979-05-03,bimbo.okwe@gmail.com,+2347066672010,"93, Road in Ifako-Ijaye, Lagos State",Civil Servant,Low Income,Tertiary,Low,Ikorodu
PAR200,3479445530662278503,STU148,Femi,Okafor,Female,Yobe,Mr.,50,1974-03-05,femi.okafor@gmail.com,+2347048868823,"85, Street in Ifako-Ijaye, Lagos State",Farmer,High Income,Secondary,Low,Ikorodu
PAR200,3479445530662278503,STU421,Femi,Okafor,Female,Kebbi,Chief,50,1974-08-07,femi.okafor@gmail.com,+2347053036072,"85, Street in Ifako-Ijaye, Lagos State",Farmer,Low Income,Primary,Low,Ikorodu
PAR200,3479445530662278503,STU311,Femi,Okafor,Male,Taraba,Mr.,50,1974-05-09,femi.okafor@gmail.com,+2347026782477,"85, Street in Ifako-Ijaye, Lagos State",Civil Servant,Middle Income,Tertiary,High,Ikorodu
PAR201,3003206537482025673,STU107,Philip,Omora,Female,Bayelsa,Dr.,34,1990-08-12,philip.omora@gmail.com,+2347072234675,"50, Avenue in Ikeja, Lagos State",Civil Servant,Low Income,Secondary,High,Agege
PAR201,3003206537482025673,STU210,Philip,Omora,Male,Nasarawa,Dr.,34,1990-07-03,philip.omora@gmail.com,+2347082905989,"50, Avenue in Ikeja, Lagos State",Medical Professional,Low Income,Primary,Medium,Agege
PAR202,8084893281602980244,STU233,Nwanyinnaya,Patrick,Male,Imo,Prof.,30,1994-04-24,nwanyinnaya.patrick@gmail.com,+2347014497675,"86, Street in Oshodi-Isolo, Lagos State",Teacher,Middle Income,Tertiary,High,Ifako-Ijaye
PAR202,8084893281602980244,STU122,Nwanyinnaya,Patrick,Male,Rivers,Prof.,30,1994-11-10,nwanyinnaya.patrick@gmail.com,+2347053360807,"86, Street in Oshodi-Isolo, Lagos State",Teacher,High Income,Tertiary,High,Ifako-Ijaye
PAR202,8084893281602980244,STU155,Nwanyinnaya,Patrick,Male,Katsina,Prof.,30,1994-11-10,nwanyinnaya.patrick@gmail.com,+2347036672234,"86, Street in Oshodi-Isolo, Lagos State",Engineer,Low Income,Tertiary,High,Ifako-Ijaye
PAR202,8084893281602980244,STU363,Nwanyinnaya,Patrick,Male,Kano,Prof.,30,1994-06-01,nwanyinnaya.patrick@gmail.com,+2347032462726,"86, Street in Oshodi-Isolo, Lagos State",Engineer,High Income,Primary,Medium,Ifako-Ijaye
PAR203,7371057273666655581,STU331,Haladu,Arinze,Female,Borno,Dr.,31,1993-02-08,haladu.arinze@gmail.com,+2347031165928,"53, Road in Lagos Island, Lagos State",Medical Professional,Low Income,Tertiary,Low,Ibeju-Lekki
PAR203,7371057273666655581,STU505,Haladu,Arinze,Female,Nasarawa,Mr.,31,1993-06-21,haladu.arinze@gmail.com,+2347030658582,"53, Road in Lagos Island, Lagos State",Civil Servant,High Income,Primary,High,Ibeju-Lekki
PAR204,6945809675493519390,STU440,Chinonso,Okeke,Female,Delta,Mrs.,40,1984-01-23,chinonso.okeke@gmail.com,+2347060703288,"21, Avenue in Eti-Osa, Lagos State",Engineer,High Income,Primary,Medium,Ikorodu
PAR204,6945809675493519390,STU548,Chinonso,Okeke,Male,Ekiti,Prof.,40,1984-09-10,chinonso.okeke@gmail.com,+2347082844534,"21, Avenue in Eti-Osa, Lagos State",Civil Servant,Middle Income,Primary,Low,Ikorodu
PAR204,6945809675493519390,STU329,Chinonso,Okeke,Male,Ondo,Dr.,40,1984-06-24,chinonso.okeke@gmail.com,+2347072866875,"21, Avenue in Eti-Osa, Lagos State",Engineer,High Income,Tertiary,High,Ikorodu
PAR204,6945809675493519390,STU253,Chinonso,Okeke,Male,Ogun,Mrs.,40,1984-08-10,chinonso.okeke@gmail.com,+2347045346140,"21, Avenue in Eti-Osa, Lagos State",Business,Middle Income,Secondary,High,Ikorodu
PAR205,8902855327562263882,STU135,Nwanyinnaya,Mohammed,Female,Kano,Dr.,35,1989-12-03,nwanyinnaya.mohammed@gmail.com,+2347098354109,"59, Street in Apapa, Lagos State",Business,Middle Income,Primary,Low,Agege
PAR205,8902855327562263882,STU509,Nwanyinnaya,Mohammed,Female,Osun,Mrs.,35,1989-10-10,nwanyinnaya.mohammed@gmail.com,+2347053298644,"59, Street in Apapa, Lagos State",Medical Professional,High Income,Secondary,High,Agege
PAR205,8902855327562263882,STU262,Nwanyinnaya,Mohammed,Male,Ogun,Mr.,35,1989-01-27,nwanyinnaya.mohammed@gmail.com,+2347027418007,"59, Street in Apapa, Lagos State",Teacher,Low Income,Primary,High,Agege
PAR205,8902855327562263882,STU439,Nwanyinnaya,Mohammed,Female,Yobe,Mr.,35,1989-01-19,nwanyinnaya.mohammed@gmail.com,+2347096134450,"59, Street in Apapa, Lagos State",Medical Professional,High Income,Secondary,Low,Agege
PAR206,7620953322182395601,STU249,Abiodun,Ehanmo,Male,Abuja,Mrs.,41,1983-11-16,abiodun.ehanmo@gmail.com,+2347020731620,"22, Road in Oshodi-Isolo, Lagos State",Medical Professional,High Income,Primary,Medium,Oshodi-Isolo
PAR206,7620953322182395601,STU202,Abiodun,Ehanmo,Female,Enugu,Mr.,41,1983-10-09,abiodun.ehanmo@gmail.com,+2347081003974,"22, Road in Oshodi-Isolo, Lagos State",Farmer,High Income,Primary,Medium,Oshodi-Isolo
PAR206,7620953322182395601,STU219,Abiodun,Ehanmo,Male,Jigawa,Chief,41,1983-02-04,abiodun.ehanmo@gmail.com,+2347041006711,"22, Road in Oshodi-Isolo, Lagos State",Business,Middle Income,Primary,High,Oshodi-Isolo
PAR207,7910098272760944459,STU044,Abba,Okwe,Female,Plateau,Chief,50,1974-06-22,abba.okwe@gmail.com,+2347071568435,"64, Road in Mushin, Lagos State",Civil Servant,High Income,Secondary,High,Kosofe
PAR207,7910098272760944459,STU590,Abba,Okwe,Male,Taraba,Chief,50,1974-07-17,abba.okwe@gmail.com,+2347055300210,"64, Road in Mushin, Lagos State",Civil Servant,Low Income,Tertiary,Low,Kosofe
PAR208,3994405611974792458,STU345,Peter,Rasaki,Female,Bayelsa,Prof.,41,1983-12-11,peter.rasaki@gmail.com,+2347091659860,"76, Road in Amuwo-Odofin, Lagos State",Teacher,High Income,Tertiary,High,Lagos Island
PAR208,3994405611974792458,STU212,Peter,Rasaki,Female,Osun,Dr.,41,1983-06-15,peter.rasaki@gmail.com,+2347070062404,"76, Road in Amuwo-Odofin, Lagos State",Medical Professional,Low Income,Tertiary,High,Lagos Island
PAR208,3994405611974792458,STU032,Peter,Rasaki,Female,Kogi,Chief,41,1983-03-10,peter.rasaki@gmail.com,+2347010881653,"76, Road in Amuwo-Odofin, Lagos State",Engineer,Low Income,Primary,Medium,Lagos Island
PAR208,3994405611974792458,STU275,Peter,Rasaki,Male,Kebbi,Chief,41,1983-09-18,peter.rasaki@gmail.com,+2347086593789,"76, Road in Amuwo-Odofin, Lagos State",Business,Low Income,Primary,High,Lagos Island
PAR209,4385742086582453229,STU431,Nanle,Yusuf,Male,Kaduna,Dr.,34,1990-05-03,nanle.yusuf@gmail.com,+2347086569490,"42, Street in Lagos Mainland, Lagos State",Medical Professional,High Income,Primary,Low,Ikeja
PAR209,4385742086582453229,STU557,Nanle,Yusuf,Male,Abia,Prof.,34,1990-03-16,nanle.yusuf@gmail.com,+2347087340611,"42, Street in Lagos Mainland, Lagos State",Farmer,High Income,Tertiary,Medium,Ikeja
PAR209,4385742086582453229,STU589,Nanle,Yusuf,Male,Oyo,Prof.,34,1990-02-25,nanle.yusuf@gmail.com,+2347017505818,"42, Street in Lagos Mainland, Lagos State",Engineer,Middle Income,Secondary,Medium,Ikeja
PAR209,4385742086582453229,STU027,Nanle,Yusuf,Male,Kaduna,Chief,34,1990-01-21,nanle.yusuf@gmail.com,+2347094851591,"42, Street in Lagos Mainland, Lagos State",Medical Professional,Low Income,Secondary,Low,Ikeja
PAR210,4014489691455676495,STU301,Uche,Anaba,Male,Borno,Mr.,47,1977-11-24,uche.anaba@gmail.com,+2347062731823,"79, Avenue in Kosofe, Lagos State",Medical Professional,High Income,Tertiary,Low,Ibeju-Lekki
PAR211,4636982256705171155,STU506,Tajudeen,Stephen,Male,Bauchi,Dr.,43,1981-02-16,tajudeen.stephen@gmail.com,+2347086697457,"64, Road in Ibeju-Lekki, Lagos State",Civil Servant,Low Income,Tertiary,Medium,Eti-Osa
PAR212,8137277118491840307,STU119,Blessing,Oshodi,Male,Bauchi,Prof.,42,1982-09-07,blessing.oshodi@gmail.com,+2347075479608,"86, Road in Apapa, Lagos State",Medical Professional,High Income,Tertiary,High,Badagry
PAR212,8137277118491840307,STU034,Blessing,Oshodi,Male,Kano,Mr.,42,1982-05-25,blessing.oshodi@gmail.com,+2347067722445,"86, Road in Apapa, Lagos State",Engineer,High Income,Tertiary,High,Badagry
PAR212,8137277118491840307,STU450,Blessing,Oshodi,Male,Bayelsa,Prof.,42,1982-06-12,blessing.oshodi@gmail.com,+2347035567100,"86, Road in Apapa, Lagos State",Engineer,Middle Income,Tertiary,Low,Badagry
PAR213,4225564445477880206,STU357,Emmanuel,Lawal,Female,Borno,Prof.,39,1985-01-27,emmanuel.lawal@gmail.com,+2347041338443,"23, Road in Ifako-Ijaye, Lagos State",Teacher,High Income,Secondary,High,Kosofe
PAR214,9752435093004904930,STU484,Oliver,Ehanmo,Male,Sokoto,Mr.,53,1971-06-23,oliver.ehanmo@gmail.com,+2347024935479,"22, Road in Badagry, Lagos State",Engineer,Middle Income,Secondary,High,Alimosho
PAR215,2879735679735133681,STU098,Ternenge,Adesakin,Female,Osun,Prof.,53,1971-10-24,ternenge.adesakin@gmail.com,+2347028971329,"58, Road in Surulere, Lagos State",Civil Servant,High Income,Tertiary,High,Ikorodu
PAR215,2879735679735133681,STU239,Ternenge,Adesakin,Female,Ogun,Mr.,53,1971-05-06,ternenge.adesakin@gmail.com,+2347018067834,"58, Road in Surulere, Lagos State",Engineer,Low Income,Tertiary,Low,Ikorodu
PAR215,2879735679735133681,STU273,Ternenge,Adesakin,Female,Nasarawa,Prof.,53,1971-11-01,ternenge.adesakin@gmail.com,+2347018938604,"58, Road in Surulere, Lagos State",Medical Professional,High Income,Secondary,Low,Ikorodu
PAR216,9000449202303860090,STU235,Oluwaseun,Kelechi,Female,Kaduna,Prof.,33,1991-09-23,oluwaseun.kelechi@gmail.com,+2347023368583,"45, Avenue in Surulere, Lagos State",Engineer,Middle Income,Tertiary,Low,Agege
PAR216,9000449202303860090,STU040,Oluwaseun,Kelechi,Male,Taraba,Mrs.,33,1991-09-15,oluwaseun.kelechi@gmail.com,+2347085254207,"45, Avenue in Surulere, Lagos State",Civil Servant,Low Income,Primary,High,Agege
PAR216,9000449202303860090,STU358,Oluwaseun,Kelechi,Female,Anambra,Prof.,33,1991-07-24,oluwaseun.kelechi@gmail.com,+2347031072888,"45, Avenue in Surulere, Lagos State",Farmer,Middle Income,Tertiary,Medium,Agege
PAR217,5623228704288717663,STU130,Fatai,Ahmad,Female,Nasarawa,Dr.,39,1985-07-27,fatai.ahmad@gmail.com,+2347013954845,"93, Avenue in Badagry, Lagos State",Business,Middle Income,Primary,High,Oshodi-Isolo
PAR217,5623228704288717663,STU307,Fatai,Ahmad,Female,Akwa Ibom,Mrs.,39,1985-02-24,fatai.ahmad@gmail.com,+2347061298971,"93, Avenue in Badagry, Lagos State",Business,High Income,Tertiary,Low,Oshodi-Isolo
PAR217,5623228704288717663,STU580,Fatai,Ahmad,Male,Bayelsa,Mrs.,39,1985-10-05,fatai.ahmad@gmail.com,+2347067239162,"93, Avenue in Badagry, Lagos State",Engineer,High Income,Secondary,Medium,Oshodi-Isolo
PAR218,5993107738469756319,STU257,Nnedinma,Oguntayo,Male,Bauchi,Dr.,50,1974-12-23,nnedinma.oguntayo@gmail.com,+2347080303981,"29, Road in Shomolu, Lagos State",Teacher,Middle Income,Primary,Low,Ikeja
PAR218,5993107738469756319,STU461,Nnedinma,Oguntayo,Male,Abia,Mr.,50,1974-09-18,nnedinma.oguntayo@gmail.com,+2347025889673,"29, Road in Shomolu, Lagos State",Teacher,Middle Income,Primary,Low,Ikeja
PAR219,4793128022590157837,STU386,Olamide,Oguntayo,Female,Delta,Dr.,40,1984-03-25,olamide.oguntayo@gmail.com,+2347035224021,"79, Street in Kosofe, Lagos State",Farmer,Low Income,Primary,High,Ojo
PAR220,6500456547011854721,STU084,Asukwo,Ogidi,Male,Kaduna,Mr.,48,1976-06-03,asukwo.ogidi@gmail.com,+2347073968467,"46, Avenue in Badagry, Lagos State",Teacher,High Income,Tertiary,Medium,Epe
PAR220,6500456547011854721,STU583,Asukwo,Ogidi,Female,Taraba,Prof.,48,1976-08-16,asukwo.ogidi@gmail.com,+2347028456645,"46, Avenue in Badagry, Lagos State",Teacher,Low Income,Primary,High,Epe
PAR220,6500456547011854721,STU248,Asukwo,Ogidi,Female,Abuja,Dr.,48,1976-07-08,asukwo.ogidi@gmail.com,+2347037223861,"46, Avenue in Badagry, Lagos State",Teacher,Low Income,Primary,Medium,Epe
PAR221,3276179168560997753,STU504,Yohanna,Nnenanya,Female,Akwa Ibom,Mr.,40,1984-10-24,yohanna.nnenanya@gmail.com,+2347061052956,"70, Street in Ifako-Ijaye, Lagos State",Civil Servant,Middle Income,Secondary,Low,Ajeromi-Ifelodun
PAR221,3276179168560997753,STU476,Yohanna,Nnenanya,Male,Ogun,Mr.,40,1984-08-15,yohanna.nnenanya@gmail.com,+2347015692967,"70, Street in Ifako-Ijaye, Lagos State",Teacher,High Income,Tertiary,Medium,Ajeromi-Ifelodun
PAR221,3276179168560997753,STU015,Yohanna,Nnenanya,Male,Osun,Prof.,40,1984-09-25,yohanna.nnenanya@gmail.com,+2347094644215,"70, Street in Ifako-Ijaye, Lagos State",Farmer,Low Income,Secondary,Medium,Ajeromi-Ifelodun
PAR221,3276179168560997753,STU076,Yohanna,Nnenanya,Female,Zamfara,Dr.,40,1984-08-06,yohanna.nnenanya@gmail.com,+2347066701914,"70, Street in Ifako-Ijaye, Lagos State",Engineer,High Income,Primary,Low,Ajeromi-Ifelodun
PAR222,7665240235290861818,STU216,Temitope,Baba,Male,Taraba,Chief,56,1968-12-18,temitope.baba@gmail.com,+2347028160554,"68, Avenue in Mushin, Lagos State",Medical Professional,Middle Income,Secondary,Medium,Ajeromi-Ifelodun
PAR222,7665240235290861818,STU006,Temitope,Baba,Male,Taraba,Prof.,56,1968-10-23,temitope.baba@gmail.com,+2347037102854,"68, Avenue in Mushin, Lagos State",Medical Professional,Low Income,Secondary,Medium,Ajeromi-Ifelodun
PAR223,2052985660494335779,STU016,Bassey,Nwadi,Female,Enugu,Mr.,53,1971-09-23,bassey.nwadi@gmail.com,+2347061551334,"44, Avenue in Kosofe, Lagos State",Civil Servant,High Income,Tertiary,High,Ifako-Ijaye
PAR223,2052985660494335779,STU324,Bassey,Nwadi,Female,Osun,Prof.,53,1971-01-25,bassey.nwadi@gmail.com,+2347032935793,"44, Avenue in Kosofe, Lagos State",Engineer,High Income,Tertiary,High,Ifako-Ijaye
PAR224,7567478909873911225,STU473,Musa,Nwaogwugwu,Male,Bayelsa,Dr.,34,1990-05-24,musa.nwaogwugwu@gmail.com,+2347069895766,"3, Street in Ojo, Lagos State",Engineer,High Income,Primary,High,Kosofe
PAR224,7567478909873911225,STU218,Musa,Nwaogwugwu,Male,Yobe,Mr.,34,1990-10-25,musa.nwaogwugwu@gmail.com,+2347043971980,"3, Street in Ojo, Lagos State",Farmer,Middle Income,Secondary,Medium,Kosofe
PAR225,3000308167898405004,STU460,Naomi,Balogun,Female,Edo,Prof.,58,1966-08-03,naomi.balogun@gmail.com,+2347090693921,"82, Avenue in Ikorodu, Lagos State",Business,Low Income,Primary,Low,Amuwo-Odofin
PAR226,8611610881661827505,STU054,Felicia,Okafor,Male,Nasarawa,Mrs.,50,1974-03-02,felicia.okafor@gmail.com,+2347097681338,"91, Street in Eti-Osa, Lagos State",Engineer,Low Income,Primary,High,Ikorodu
PAR226,8611610881661827505,STU550,Felicia,Okafor,Female,Anambra,Mr.,50,1974-01-04,felicia.okafor@gmail.com,+2347065963010,"91, Street in Eti-Osa, Lagos State",Teacher,Low Income,Tertiary,Medium,Ikorodu
PAR226,8611610881661827505,STU279,Felicia,Okafor,Male,Edo,Chief,50,1974-06-02,felicia.okafor@gmail.com,+2347022499198,"91, Street in Eti-Osa, Lagos State",Engineer,Middle Income,Secondary,Medium,Ikorodu
PAR227,3700905075020069696,STU423,Omotomilola,Zarami,Female,Bauchi,Mr.,43,1981-12-28,omotomilola.zarami@gmail.com,+2347046831833,"9, Avenue in Ojo, Lagos State",Engineer,High Income,Secondary,Low,Ikorodu
PAR228,2008135193781153635,STU011,Agai,Adebayo,Male,Rivers,Chief,36,1988-12-10,agai.adebayo@gmail.com,+2347067318164,"37, Street in Alimosho, Lagos State",Business,Middle Income,Secondary,Low,Epe
PAR228,2008135193781153635,STU222,Agai,Adebayo,Female,Bauchi,Chief,36,1988-10-16,agai.adebayo@gmail.com,+2347079753731,"37, Street in Alimosho, Lagos State",Civil Servant,High Income,Secondary,Medium,Epe
PAR229,3679279445002810958,STU515,Adamu,Aminu,Male,Abuja,Mr.,49,1975-01-15,adamu.aminu@gmail.com,+2347093947919,"91, Road in Shomolu, Lagos State",Farmer,High Income,Primary,Low,Oshodi-Isolo
PAR229,3679279445002810958,STU186,Adamu,Aminu,Female,Bayelsa,Mr.,49,1975-06-12,adamu.aminu@gmail.com,+2347085217695,"91, Road in Shomolu, Lagos State",Civil Servant,Low Income,Primary,Low,Oshodi-Isolo
PAR230,1625677262683521212,STU223,Mathew,Afolayan,Female,Zamfara,Chief,39,1985-09-11,mathew.afolayan@gmail.com,+2347010822924,"19, Avenue in Eti-Osa, Lagos State",Farmer,High Income,Secondary,Medium,Shomolu
PAR230,1625677262683521212,STU082,Mathew,Afolayan,Female,Oyo,Chief,39,1985-01-27,mathew.afolayan@gmail.com,+2347033572537,"19, Avenue in Eti-Osa, Lagos State",Teacher,Middle Income,Secondary,Low,Shomolu
PAR231,2252108700429678288,STU318,Chinonso,Yusuf,Female,Borno,Prof.,45,1979-09-11,chinonso.yusuf@gmail.com,+2347072071682,"76, Road in Kosofe, Lagos State",Medical Professional,High Income,Primary,Low,Alimosho
PAR231,2252108700429678288,STU435,Chinonso,Yusuf,Female,Oyo,Dr.,45,1979-09-18,chinonso.yusuf@gmail.com,+2347012512345,"76, Road in Kosofe, Lagos State",Teacher,High Income,Tertiary,Medium,Alimosho
PAR231,2252108700429678288,STU429,Chinonso,Yusuf,Female,Niger,Mrs.,45,1979-05-27,chinonso.yusuf@gmail.com,+2347014183991,"76, Road in Kosofe, Lagos State",Engineer,Middle Income,Tertiary,Low,Alimosho
PAR231,2252108700429678288,STU038,Chinonso,Yusuf,Male,Oyo,Chief,45,1979-07-06,chinonso.yusuf@gmail.com,+2347089885300,"76, Road in Kosofe, Lagos State",Farmer,Middle Income,Tertiary,Medium,Alimosho
PAR232,9089346792757327259,STU298,Saidu,Andrew,Male,Enugu,Prof.,43,1981-05-07,saidu.andrew@gmail.com,+2347080477785,"11, Avenue in Ikeja, Lagos State",Engineer,Low Income,Primary,Medium,Apapa
PAR233,5666977316178177494,STU061,Samuel,Salam,Male,Rivers,Chief,36,1988-03-07,samuel.salam@gmail.com,+2347055649583,"97, Street in Ibeju-Lekki, Lagos State",Medical Professional,High Income,Tertiary,Medium,Apapa
PAR234,5760612312637920431,STU247,Sani,Osanyintipin,Male,Jigawa,Mr.,54,1970-08-13,sani.osanyintipin@gmail.com,+2347080107942,"77, Avenue in Ikeja, Lagos State",Farmer,Low Income,Secondary,High,Ifako-Ijaye
PAR234,5760612312637920431,STU043,Sani,Osanyintipin,Male,Anambra,Prof.,54,1970-01-04,sani.osanyintipin@gmail.com,+2347079870757,"77, Avenue in Ikeja, Lagos State",Civil Servant,High Income,Secondary,High,Ifako-Ijaye
PAR234,5760612312637920431,STU024,Sani,Osanyintipin,Female,Jigawa,Dr.,54,1970-04-07,sani.osanyintipin@gmail.com,+2347048462422,"77, Avenue in Ikeja, Lagos State",Engineer,High Income,Secondary,Medium,Ifako-Ijaye
PAR235,2055710843797049661,STU188,Saidu,Andrew,Male,Osun,Chief,34,1990-02-07,saidu.andrew@gmail.com,+2347082816971,"77, Street in Epe, Lagos State",Engineer,High Income,Secondary,Medium,Kosofe
PAR236,3258112748061137299,STU236,Funbi,Kelechi,Male,Niger,Dr.,52,1972-10-11,funbi.kelechi@gmail.com,+2347082555030,"21, Avenue in Ikeja, Lagos State",Medical Professional,Low Income,Primary,High,Eti-Osa
PAR236,3258112748061137299,STU045,Funbi,Kelechi,Female,Nasarawa,Mr.,52,1972-07-02,funbi.kelechi@gmail.com,+2347021558774,"21, Avenue in Ikeja, Lagos State",Medical Professional,Middle Income,Primary,Low,Eti-Osa
PAR237,8539571483305293647,STU073,Daniel,Udo,Male,Ondo,Mr.,41,1983-08-19,daniel.udo@gmail.com,+2347027689263,"76, Road in Alimosho, Lagos State",Farmer,High Income,Secondary,High,Eti-Osa
PAR237,8539571483305293647,STU326,Daniel,Udo,Female,Zamfara,Prof.,41,1983-08-08,daniel.udo@gmail.com,+2347040037183,"76, Road in Alimosho, Lagos State",Teacher,High Income,Secondary,Medium,Eti-Osa
PAR237,8539571483305293647,STU508,Daniel,Udo,Female,Taraba,Dr.,41,1983-06-15,daniel.udo@gmail.com,+2347075432046,"76, Road in Alimosho, Lagos State",Farmer,Low Income,Secondary,High,Eti-Osa
PAR237,8539571483305293647,STU190,Daniel,Udo,Female,Rivers,Prof.,41,1983-03-10,daniel.udo@gmail.com,+2347056790372,"76, Road in Alimosho, Lagos State",Business,High Income,Primary,Low,Eti-Osa
PAR238,6129577089093874384,STU379,Ebisu,Oyeniran,Male,Zamfara,Chief,56,1968-08-13,ebisu.oyeniran@gmail.com,+2347089260394,"79, Street in Kosofe, Lagos State",Medical Professional,Low Income,Tertiary,High,Ifako-Ijaye
PAR239,4142533429378764238,STU052,Ngozi,Mohammed,Male,Cross River,Prof.,45,1979-10-26,ngozi.mohammed@gmail.com,+2347055929418,"89, Street in Ikeja, Lagos State",Business,High Income,Primary,High,Surulere
PAR239,4142533429378764238,STU593,Ngozi,Mohammed,Male,Oyo,Prof.,45,1979-02-19,ngozi.mohammed@gmail.com,+2347090003898,"89, Street in Ikeja, Lagos State",Medical Professional,Middle Income,Tertiary,High,Surulere
